store_number,longitude,latitude,name,address,city,state,zipcode,phone,hours_today,open_status,has_drive_thru,has_wifi,has_indoor_dining,has_24_hours,timezone
5003,-80.308507,25.925483,LUDLUM ROAD,16701 Nw 67th Ave,Hialeah,FL,33015,(305) 822-6232,00:00 - 00:00,OPEN,0,0,1,1,(GMT-05:00) Eastern Time (US & Canada)
34959,-80.331098,26.117301,SHENANDOAH,13642 Sr 84,Davie,FL,33325,(954) 473-2422,00:00 - 00:00,OPEN,0,0,1,1,(GMT-05:00) Eastern Time (US & Canada)
12326,-80.330895,25.876749,WEST HIALEAH,5995 W 24th Ave,Hialeah,FL,33016-4429,(305) 828-2264,00:00 - 00:00,OPEN,0,0,1,1,(GMT-05:00) Eastern Time (US & Canada)
29882,-80.294228,25.935346,GARDENS ROAD,17850 Nw 57th Ave,Hialeah,FL,33015,(305) 821-7727,06:00 - 00:00,OPEN,0,0,1,0,(GMT-05:00) Eastern Time (US & Canada)
37263,-80.36989,25.841864,NORTH DORAL,7570 Nw 104th Ave,Doral,FL,33178,(786) 725-5752,06:00 - 04:00,OPEN,0,0,1,0,(GMT-05:00) Eastern Time (US & Canada)
32379,-80.278405,25.987747,MIRABELLA,2351 Palm Ave,Miramar,FL,33025,(954) 442-6033,06:00 - 23:00,OPEN,0,0,1,1,(GMT-05:00) Eastern Time (US & Canada)
6862,-80.316938,25.883691,GRATIGNY,1660 W 68th St,Hialeah,FL,33012,(305) 556-4891,00:00 - 00:00,OPEN,0,0,1,1,(GMT-05:00) Eastern Time (US & Canada)
5854,-80.283698,26.063591,COOPER CITY,10260 Griffin Rd,Cooper City,FL,33328,(954) 434-6938,06:00 - 22:00,OPEN,0,0,1,0,(GMT-05:00) Eastern Time (US & Canada)
6204,-80.27658,25.939415,CAROL CITY,4686 Nw 183rd St,Miami Gardens,FL,33055,(305) 621-2323,00:00 - 00:00,OPEN,0,0,1,1,(GMT-05:00) Eastern Time (US & Canada)
11836,-80.331458,26.146375,SAWGRASS,13655 W Sunrise Blvd,Sunrise,FL,33323,(954) 846-8634,06:00 - 00:00,OPEN,0,0,1,0,(GMT-05:00) Eastern Time (US & Canada)
32462,-80.298513,26.109927,THE PLAZA,11200 Sr 84,Davie,FL,33325,(954) 475-1532,06:00 - 00:00,OPEN,0,0,1,1,(GMT-05:00) Eastern Time (US & Canada)
25649,-80.314373,25.859504,W 16TH AVE,4185 W 16th Ave,Hialeah,FL,33012,(305) 826-3666,05:00 - 00:00,OPEN,0,0,1,0,(GMT-05:00) Eastern Time (US & Canada)
11716,-80.319695,25.852897,OKEE & PALMETTO,3350 W 18th Ave,Hialeah,FL,33012,(305) 825-0104,00:00 - 00:00,OPEN,0,0,1,1,(GMT-05:00) Eastern Time (US & Canada)
3817,-80.291105,25.887343,RED ROAD,7155 W 4th Ave,Hialeah,FL,33014-5373,(305) 557-1190,00:00 - 00:00,OPEN,0,0,1,1,(GMT-05:00) Eastern Time (US & Canada)
766,-80.3052,25.866973,WESTLAND,1101 W 49th St,Hialeah,FL,33012,(305) 821-5521,00:00 - 00:00,OPEN,0,0,1,1,(GMT-05:00) Eastern Time (US & Canada)
1868,-80.249064,26.021688,PEMBROKE PINES,1490 N University Dr,Pembroke Pines,FL,33024,(954) 432-5150,06:00 - 23:00,OPEN,0,0,1,1,(GMT-05:00) Eastern Time (US & Canada)
3136,-80.247605,25.979326,MIRAMAR II,3306 S University Dr,Miramar,FL,33025-3018,(954) 436-1872,00:00 - 00:00,OPEN,0,0,1,1,(GMT-05:00) Eastern Time (US & Canada)
7409,-80.326091,25.825438,MIAMI-57/79,5700 Nw 79th Ave,Doral,FL,33166,(305) 599-2660,05:00 - 23:00,OPEN,0,0,1,0,(GMT-05:00) Eastern Time (US & Canada)
1724,-80.245681,25.940175,UNITY,18250 Nw 27th Ave,Carol City,FL,33056-3545,(305) 624-7010,00:00 - 00:00,OPEN,0,0,1,1,(GMT-05:00) Eastern Time (US & Canada)
7297,-80.288598,25.847729,HIALEAH-PARK,330 W 29th St,Hialeah,FL,33012-5708,(305) 888-3497,00:00 - 00:00,OPEN,0,0,1,1,(GMT-05:00) Eastern Time (US & Canada)
6477,-80.27502,25.861802,E. 4TH AVE,4300 E 4th Ave,Hialeah,FL,33013,(305) 823-2559,05:00 - 00:00,OPEN,0,0,1,1,(GMT-05:00) Eastern Time (US & Canada)
6100,-80.231845,26.045567,DAVIE RD EXT,4295 N Davie Road Ext,Hollywood,FL,33024,(954) 432-3134,00:00 - 00:00,OPEN,0,0,1,1,(GMT-05:00) Eastern Time (US & Canada)
36310,-80.250569,26.103006,PLANTATION II,1351 S University Dr,Plantation,FL,33324,(954) 475-0289,00:00 - 00:00,OPEN,0,0,1,1,(GMT-05:00) Eastern Time (US & Canada)
6908,-80.283625,26.153254,SUNRISE UNVSTY,10013 Sunset Strip,Sunrise,FL,33322,(954) 748-6706,06:00 - 23:00,OPEN,0,0,1,0,(GMT-05:00) Eastern Time (US & Canada)
17009,-80.295706,26.169387,OAKLAND & HIATUS,10901 W Oakland Park Blvd,Sunrise,FL,33351,(954) 747-7155,05:00 - 23:00,OPEN,0,0,1,0,(GMT-05:00) Eastern Time (US & Canada)
41109,-80.221631,25.99491,PEMBROKE RD,6700 Pembroke Rd,Pembroke Pines,FL,33023,,00:00 - 00:00,OPEN,0,0,0,1,(GMT-05:00) Eastern Time (US & Canada)
36841,-80.229447,26.086358,NOVA DRIVE,6405 Nova Dr,Davie,FL,33317,(954) 424-2408,00:00 - 00:00,OPEN,0,0,1,1,(GMT-05:00) Eastern Time (US & Canada)
2688,-80.21113,25.984119,MIRAMAR I,6204 Miramar Pkwy,Miramar,FL,33023-3942,(954) 966-6118,05:00 - 04:00,OPEN,0,0,1,0,(GMT-05:00) Eastern Time (US & Canada)
18734,-80.231708,25.897805,OPA LOCKA,1930 Opa Locka Blvd,Miami,FL,33167,(305) 685-8855,06:00 - 21:00,OPEN,0,0,1,0,(GMT-05:00) Eastern Time (US & Canada)
2724,-80.208854,26.027423,HOLLYWOOD,1900 N State Road 7,Hollywood,FL,33021,(954) 981-7288,06:00 - 23:00,OPEN,0,0,1,0,(GMT-05:00) Eastern Time (US & Canada)
826,-80.242256,25.872286,27TH AVE,10775 Nw 27th Ave,Miami,FL,33167,(305) 681-5444,04:00 - 00:00,OPEN,0,0,1,0,(GMT-05:00) Eastern Time (US & Canada)
924,-80.204989,26.010492,HOLLYWOOD-BLVD,5835 Hollywood Blvd,Hollywood,FL,33021,(954) 981-4121,06:00 - 23:00,OPEN,0,0,1,0,(GMT-05:00) Eastern Time (US & Canada)
2497,-80.256624,26.152414,SUNRISE-UNIVRSTY,2260 N University Dr,Sunrise,FL,33322,(954) 742-8280,06:00 - 23:00,OPEN,0,0,1,1,(GMT-05:00) Eastern Time (US & Canada)
2421,-80.205359,25.958969,US 441,20101 Nw 2nd Ave,Miami,FL,33169,(305) 652-5933,00:00 - 00:00,OPEN,0,0,1,1,(GMT-05:00) Eastern Time (US & Canada)
34576,-80.206821,26.052417,HARDROCK,5530 S State Road 7,Davie,FL,33314,(954) 791-3852,00:00 - 00:00,OPEN,0,0,1,1,(GMT-05:00) Eastern Time (US & Canada)
927,-80.271915,25.822662,HIALEAH-HIALEAH,460 Hialeah Dr,Hialeah,FL,33010,(305) 884-8700,06:00 - 23:00,OPEN,0,0,1,1,(GMT-05:00) Eastern Time (US & Canada)
16794,-80.261126,25.831946,FLAMINGO,1021 E 10th Ave,Hialeah,FL,33010,(305) 888-5491,06:00 - 23:00,OPEN,0,0,1,0,(GMT-05:00) Eastern Time (US & Canada)
6948,-80.212162,25.912657,151 ST.,15096 Nw 7th Ave,Miami,FL,33168,(305) 681-3452,00:00 - 00:00,OPEN,0,0,1,1,(GMT-05:00) Eastern Time (US & Canada)
10397,-80.268358,26.177102,PINE ISLAND,4301 Pine Island Road,Sunrise,FL,33351-6045,(954) 572-1911,06:00 - 23:00,OPEN,0,0,1,0,(GMT-05:00) Eastern Time (US & Canada)
2740,-80.27729,25.808362,MIAMI SPRGS,4999 Nw 36th St,Miami Springs,FL,33166,(305) 885-7698,05:30 - 00:00,OPEN,0,0,1,0,(GMT-05:00) Eastern Time (US & Canada)
7135,-80.242229,25.8476,MIAMI/BOX 470097,8050 Nw 27th Ave,Miami,FL,33147,(305) 836-4792,00:00 - 00:00,OPEN,0,0,1,1,(GMT-05:00) Eastern Time (US & Canada)
27555,-80.273378,26.193209,COMM'L & 94TH AV,9220 W Commercial Blvd,Sunrise,FL,33351-4300,(954) 578-1180,06:00 - 23:00,OPEN,0,0,0,0,(GMT-05:00) Eastern Time (US & Canada)
791,-80.195929,25.927854,MIAMI-200 167TH,200 Ne 167th St,Miami,FL,33162,(305) 940-2092,00:00 - 00:00,OPEN,0,0,1,1,(GMT-05:00) Eastern Time (US & Canada)
23194,-80.209982,25.883409,119TH & 7TH,11899 Nw 7th Ave,Miami,FL,33168,(305) 953-0612,06:00 - 23:00,OPEN,0,0,1,1,(GMT-05:00) Eastern Time (US & Canada)
5117,-80.200787,26.100238,STATE-LAUDERDALE,1600 S State Hwy Seven,Fort Lauderdale,FL,33317,(954) 587-2182,00:00 - 00:00,OPEN,0,0,1,1,(GMT-05:00) Eastern Time (US & Canada)
12730,-80.172951,26.011253,HWD&ENTRADA,3247 Hollywood Blvd,Hollywood,FL,33021,(954) 981-8884,00:00 - 00:00,OPEN,0,0,1,1,(GMT-05:00) Eastern Time (US & Canada)
3555,-80.25267,26.194323,TAMARAC,7600 Nw 57th Street,Tamarac,FL,33321,(954) 722-1120,06:00 - 23:00,OPEN,0,0,1,1,(GMT-05:00) Eastern Time (US & Canada)
5112,-80.210077,25.859774,NW 7TH AVE,9250 Nw 7th Ave,Miami,FL,33150,(305) 759-1042,00:00 - 00:00,OPEN,0,0,1,1,(GMT-05:00) Eastern Time (US & Canada)
22008,-80.224519,26.164376,OAKLAND & 55TH,5510 W Oakland Park Blvd,Lauderhill,FL,33313,(954) 777-3445,06:00 - 23:00,OPEN,0,0,1,1,(GMT-05:00) Eastern Time (US & Canada)
1476,-80.202142,26.139536,LAUDERHIL-40TH A,1140 40th Ave,Lauderhill,FL,33313,(954) 583-5226,00:00 - 00:00,OPEN,0,0,1,1,(GMT-05:00) Eastern Time (US & Canada)
35564,-80.165193,26.033807,SHERIDAN & I-95,2851 Sheridan St,Hollywood,FL,33020,(954) 925-9397,05:00 - 00:00,OPEN,0,0,1,0,(GMT-05:00) Eastern Time (US & Canada)
14164,-80.186093,25.889932,125TH & 6TH,610 Ne 125th St,North Miami,FL,33161,(305) 899-2882,00:00 - 00:00,OPEN,0,0,1,1,(GMT-05:00) Eastern Time (US & Canada)
30142,-80.160216,25.984582,"HALLANDALE, BEAC",835 W Hallandale Beach Blvd,Hallandale,FL,33009,(954) 457-7415,00:00 - 00:00,OPEN,0,0,1,1,(GMT-05:00) Eastern Time (US & Canada)
1583,-80.163891,25.945026,SKYLAKE,18350 Ne 18th Rd,Miami,FL,33179,(305) 940-0454,05:00 - 00:00,OPEN,0,0,1,0,(GMT-05:00) Eastern Time (US & Canada)
6589,-80.232268,25.809094,36TH/22ND,2200 Nw 36th St,Miami,FL,33142,(305) 633-1385,06:00 - 23:00,OPEN,0,0,1,1,(GMT-05:00) Eastern Time (US & Canada)
6603,-80.27021,26.227867,PINE ISL,8375 Pine Island Rd,Tamarac,FL,33321,(954) 722-6710,06:00 - 23:00,OPEN,0,0,1,0,(GMT-05:00) Eastern Time (US & Canada)
34362,-80.178156,26.106043,DAVIE & RIVERLAN,2700 Davie Blvd,Fort Lauderdale,FL,33312,(954) 791-2830,00:00 - 00:00,OPEN,0,0,1,1,(GMT-05:00) Eastern Time (US & Canada)
6904,-80.159686,26.047751,STIRLING,2690 Stirling Rd,Hollywood,FL,33024,(954) 920-4446,00:00 - 00:00,OPEN,0,0,1,1,(GMT-05:00) Eastern Time (US & Canada)
7205,-80.206753,25.83273,I-95 & 62ND,599 Nw 62nd St,Miami,FL,33150,(305) 751-5636,06:00 - 23:00,OPEN,0,0,1,1,(GMT-05:00) Eastern Time (US & Canada)
37016,-80.17442,26.121153,BROWARD & 27,2410 W Broward Blvd,Fort Lauderdale,FL,33312,(954) 583-2631,00:00 - 00:00,OPEN,0,0,1,1,(GMT-05:00) Eastern Time (US & Canada)
18490,-80.155511,25.926693,163RD AMOCO,2201 Ne 163rd St,North Miami Beach,FL,33160,(305) 948-9081,00:00 - 00:00,OPEN,0,0,1,1,(GMT-05:00) Eastern Time (US & Canada)
11511,-80.185108,25.849872,8116 BISCAYNE,8116 Biscayne Blvd,Miami,FL,33138,(305) 756-0400,00:00 - 00:00,OPEN,0,0,1,1,(GMT-05:00) Eastern Time (US & Canada)
5944,-80.162258,25.895759,130TH & BISC,13000 Biscayne Blvd,North Miami,FL,33181,(305) 899-9578,00:00 - 00:00,OPEN,0,0,1,1,(GMT-05:00) Eastern Time (US & Canada)
12111,-80.121811,25.940145,SUNNY ISLES,17730 Collins Ave,Sunny Isles Beach,FL,33160,(305) 937-4944,06:00 - 04:00,OPEN,0,0,1,0,(GMT-05:00) Eastern Time (US & Canada)
2725,-80.142841,25.987095,HALLANDALE,111 N Federal Hwy,Hallandale,FL,33009,(954) 456-0451,00:00 - 00:00,OPEN,0,0,1,1,(GMT-05:00) Eastern Time (US & Canada)
1901,-80.143686,26.035724,DANIA-FEDERAL,1310 S Federal Hwy,Dania,FL,33004,(954) 920-5553,00:00 - 00:00,OPEN,0,0,1,1,(GMT-05:00) Eastern Time (US & Canada)
1327,-80.136357,26.101007,FT L.-CAUSEWAY,1630 S Federal,Fort Lauderdale,FL,33316,(954) 527-1204,00:00 - 00:00,OPEN,0,0,1,1,(GMT-05:00) Eastern Time (US & Canada)
12396,-80.157219,26.092066,SR 84 & 12 AVE,1201 State Hwy 84,Fort Lauderdale,FL,33315,(954) 527-1017,00:00 - 00:00,OPEN,0,0,1,1,(GMT-05:00) Eastern Time (US & Canada)
16832,-80.144285,26.122705,BROWARD BLVD,27 W Broward Blvd,Fort Lauderdale,FL,33301,(954) 463-7393,05:00 - 22:00,OPEN,0,0,1,1,(GMT-05:00) Eastern Time (US & Canada)
26690,-80.140981,26.136633,EAST SUNRISE REL,300 E Sunrise Blvd,Fort Lauderdale,FL,33304,(954) 763-5543,00:00 - 00:00,OPEN,0,0,1,1,(GMT-05:00) Eastern Time (US & Canada)
2011,-80.115819,26.16126,CORAL RIDGE-FDRL,2700 N Federal Hwy,Fort Lauderdale,FL,33306,(954) 564-2910,06:00 - 23:00,OPEN,0,0,1,0,(GMT-05:00) Eastern Time (US & Canada)
13565,-80.098677,26.177289,GALT OCEAN MILE,4032 N Ocean Blvd,Fort Lauderdale,FL,33308,(954) 563-6255,06:00 - 23:00,OPEN,0,0,1,0,(GMT-05:00) Eastern Time (US & Canada)
7158,-80.173807,26.136185,I-95&SUNRISE,2300 W Sunrise Blvd,Fort Lauderdale,FL,33311,(954) 316-0007,06:00 - 23:00,OPEN,0,0,1,1,(GMT-05:00) Eastern Time (US & Canada)
904,-80.148806,26.166799,OAKLAND PARK,265 W Oakland Park Blvd,Oakland Park,FL,33311,(954) 565-8881,00:00 - 00:00,OPEN,0,0,1,1,(GMT-05:00) Eastern Time (US & Canada)
681,-80.128907,26.188694,CMRCL,1352 E Commercial,Fort Lauderdale,FL,33334,(347) 768-6450,05:30 - 23:00,OPEN,0,0,1,0,(GMT-05:00) Eastern Time (US & Canada)
7253,-80.107533,26.206575,BAY COLONY,6360 North Federal Hwy,Fort Lauderdale,FL,33308,(954) 771-2230,06:00 - 23:00,OPEN,0,0,1,0,(GMT-05:00) Eastern Time (US & Canada)
6712,-80.156033,26.188047,EXECUTIVE,950 W Commercial Blvd,Fort Lauderdale,FL,33309,(954) 928-0910,06:00 - 23:00,OPEN,0,0,1,1,(GMT-05:00) Eastern Time (US & Canada)
7732,-80.185445,26.165777,OAKLD FOREST,3073 West Oakland Park Boulevard,Oakland Park,FL,33311,(954) 733-6839,06:00 - 23:00,OPEN,0,0,1,1,(GMT-05:00) Eastern Time (US & Canada)
5002,-80.156757,26.203597,CYPRESS-POWERLIN,929 Nw 62nd St,Fort Lauderdale,FL,33309,(954) 491-6363,06:00 - 23:00,OPEN,0,0,1,0,(GMT-05:00) Eastern Time (US & Canada)
1585,-80.103647,26.232016,A & F,2025 E Atlantic Blvd,Pompano Beach,FL,33060,(954) 781-1920,06:00 - 23:00,OPEN,0,0,1,1,(GMT-05:00) Eastern Time (US & Canada)
2533,-80.203091,26.179883,LAUDERDALE LAKES,4398 North State Road 7,Lauderdale Lakes,FL,33309,(954) 739-8040,06:00 - 23:00,OPEN,0,0,1,1,(GMT-05:00) Eastern Time (US & Canada)
24106,-80.157156,26.230478,PALM AIRE,1 Sw 26th Avenue,Pompano Beach,FL,33069,(954) 971-7626,06:00 - 23:00,OPEN,0,0,1,1,(GMT-05:00) Eastern Time (US & Canada)
1013,-80.098918,26.268923,NORTH POMPANO,3091 N Federal Hwy,Pompano Beach,FL,33064,(954) 943-8410,06:00 - 23:00,OPEN,0,0,1,0,(GMT-05:00) Eastern Time (US & Canada)
24636,-80.127606,26.260086,COPANS RD. & I -,320 Nw 24th Street,Pompano Beach,FL,33060,(954) 784-0440,06:00 - 23:00,OPEN,0,0,1,1,(GMT-05:00) Eastern Time (US & Canada)
36313,-80.164269,26.244735,ATLANTIC EXTENSI,1490 Nw 31 Ave,Pompano Beach,FL,33069,(954) 975-0072,06:00 - 23:00,OPEN,0,0,1,0,(GMT-05:00) Eastern Time (US & Canada)
12885,-80.221505,26.207843,MCNAB & ROCK ISL,7200 W Mcnab Road,North Lauderdale,FL,33068,(954) 726-6340,06:00 - 23:00,OPEN,0,0,1,1,(GMT-05:00) Eastern Time (US & Canada)
10671,-80.199271,26.235801,MARGATE,5367 W Atlantic Blvd,Margate,FL,33063,(954) 972-6530,06:00 - 23:00,OPEN,0,0,1,1,(GMT-05:00) Eastern Time (US & Canada)
4112,-80.132356,26.274442,SAMPLE RD,630 W Sample Rd,Pompano Beach,FL,33064,(954) 943-3055,06:00 - 23:00,OPEN,0,0,1,1,(GMT-05:00) Eastern Time (US & Canada)
2864,-80.094718,26.290898,LGHTHOUSE PT-US1,4830 N Federal Hwy,Lighthouse Point,FL,33064,(954) 427-8141,06:00 - 23:00,OPEN,0,0,1,1,(GMT-05:00) Eastern Time (US & Canada)
5990,-80.225576,26.227825,SOUTHGATE,7520 Southgate Blvd,North Lauderdale,FL,33068,(954) 726-3777,06:00 - 23:00,OPEN,0,0,1,1,(GMT-05:00) Eastern Time (US & Canada)
10901,-80.182739,26.273285,COCONUT CREEK,4200 W Sample Rd,Coconut Creek,FL,33073,(954) 968-3310,06:00 - 23:00,OPEN,0,0,1,0,(GMT-05:00) Eastern Time (US & Canada)
31585,-99.011368,26.402285,"ROMA, HWY 83/OLI",104 E Grant Street,Roma,TX,78584,(956) 849-1045,05:00 - 23:00,OPEN,0,0,1,1,(GMT-06:00) Central Time (US & Canada)
41359,-98.859534,26.371051,RIO GRANDE 83,2577 W Us Hwy 83,Rio Grande City,TX,78582,(956) 646-1359,05:00 - 23:00,OPEN,0,0,1,1,(GMT-06:00) Central Time (US & Canada)
11976,-98.798329,26.370392,RIO GRANDE/H-83,4290 E Expy 83,Rio Grande City,TX,78582,(956) 487-8214,05:00 - 23:00,OPEN,0,0,1,1,(GMT-06:00) Central Time (US & Canada)
34823,-98.157317,26.33685,MONTE CHRISTO,202 W Monte Cristo Rd,Edinburg,TX,78541,(956) 383-0698,00:00 - 00:00,OPEN,0,0,1,1,(GMT-06:00) Central Time (US & Canada)
7758,-97.768295,26.482453,RAYMONDVILLE,1105 E Hwy 186,Raymondville,TX,78580-2741,(956) 689-5546,05:00 - 23:00,OPEN,0,0,1,0,(GMT-06:00) Central Time (US & Canada)
8217,-81.943861,26.494559,SUMMERLIN,18500 Summerlin Rd,Fort Myers,FL,33908,(239) 245-8996,00:00 - 00:00,OPEN,0,0,1,1,(GMT-05:00) Eastern Time (US & Canada)
13880,-82.007088,26.562235,CHIQUITA C,1604 W Cape Coral Pky,Cape Coral,FL,33914,(239) 945-7377,05:00 - 23:00,OPEN,0,0,1,0,(GMT-05:00) Eastern Time (US & Canada)
4901,-81.949204,26.562311,CAPE CORAL,1222 Cape Coral Pky,Cape Coral,FL,33904,(239) 549-2556,05:00 - 23:00,OPEN,0,0,1,0,(GMT-05:00) Eastern Time (US & Canada)
11070,-81.903654,26.556032,COLLEGE PA,8961 College Pky,Fort Myers,FL,33919,(239) 482-2930,00:00 - 00:00,OPEN,0,0,1,1,(GMT-05:00) Eastern Time (US & Canada)
28543,-81.974799,26.60732,CAPE CORAL,2404 Santa Barbara Blvd,Cape Coral,FL,33914,(239) 573-0800,00:00 - 00:00,OPEN,0,0,1,1,(GMT-05:00) Eastern Time (US & Canada)
34529,-81.870596,26.525556,SIX MILE A,14985 S Tamiami Trl,Fort Myers,FL,33912,(239) 437-4668,05:00 - 23:00,OPEN,0,0,1,1,(GMT-05:00) Eastern Time (US & Canada)
4254,-81.872698,26.563788,S  CLEVELA,12290 S Clevelnd Ave,Fort Myers,FL,33907,(239) 936-5494,05:00 - 23:00,OPEN,0,0,1,1,(GMT-05:00) Eastern Time (US & Canada)
6247,-81.940442,26.619438,DEL PRADO,1715 Del Prado Blvd,Cape Coral,FL,33904,(239) 574-7574,05:00 - 23:00,OPEN,0,0,1,1,(GMT-05:00) Eastern Time (US & Canada)
14767,-81.884479,26.596301,COLONIAL S,1530 Colonial Blvd,Fort Myers,FL,33919,(239) 936-1424,05:00 - 23:00,OPEN,0,0,1,0,(GMT-05:00) Eastern Time (US & Canada)
35747,-82.036307,26.638105,PINE ISLAN,2925 Sw Pine Island Rd,Cape Coral,FL,33991,(239) 282-9617,05:00 - 23:00,OPEN,0,0,1,1,(GMT-05:00) Eastern Time (US & Canada)
10895,-81.837313,26.477951,SAN CARLOS,7105 Constitution Blvd,Fort Myers,FL,33912,(239) 267-7070,00:00 - 00:00,OPEN,0,0,1,1,(GMT-05:00) Eastern Time (US & Canada)
11615,-81.972938,26.652003,SANTA BARBARA,8 Ne Pine Island Rd,Cape Coral,FL,33909,(239) 772-5888,00:00 - 00:00,OPEN,0,0,1,1,(GMT-05:00) Eastern Time (US & Canada)
152,-81.871417,26.609511,CLEVELAND AVE,3645 Cleveland Ave,Fort Myers,FL,33901,(239) 208-2818,00:00 - 00:00,OPEN,0,0,1,0,(GMT-05:00) Eastern Time (US & Canada)
10550,-81.852427,26.598123,METRO,2955 Colonial Blvd,Fort Myers,FL,33912,(239) 936-0400,00:00 - 00:00,OPEN,0,0,1,0,(GMT-05:00) Eastern Time (US & Canada)
40726,-81.800053,26.493702,ALICO & 3 OAKS,16940 Vintage Commerce Blvd,Fort Myers,FL,33912,(239) 321-5107,00:00 - 00:00,OPEN,0,0,1,1,(GMT-05:00) Eastern Time (US & Canada)
10835,-81.800684,26.546508,I-75/DANIELS,13600 Indian Paint Ln,Fort Myers,FL,33912,(239) 768-1030,05:00 - 12:00,OPEN,0,0,1,1,(GMT-05:00) Eastern Time (US & Canada)
39671,-81.81139,26.414223,41 AND VIA,22770 Via Villagio,Estero,FL,33928,(239) 676-7018,00:00 - 00:00,OPEN,0,0,1,1,(GMT-05:00) Eastern Time (US & Canada)
4534,-81.888238,26.664521,FT MYERS-N.CLEVE,13741 N Cleveland Ave,Fort Myers,FL,33903,(239) 997-1367,05:00 - 23:00,OPEN,0,0,1,0,(GMT-05:00) Eastern Time (US & Canada)
31280,-81.784863,26.485232,ESTERO  AL,17800 Ben Hill Griffin Pky,Fort Myers,FL,33913,(239) 337-9425,00:00 - 00:00,OPEN,0,0,0,1,(GMT-05:00) Eastern Time (US & Canada)
12479,-81.905556,26.68261,PINE ISL,3061 Ne Pine Island Rd,Cape Coral,FL,33909,(239) 997-4797,05:00 - 23:00,OPEN,0,0,1,1,(GMT-05:00) Eastern Time (US & Canada)
29955,-81.810504,26.610173,"FT.MYERS, SIX-MI",8177 Dani Dr,Fort Myers,FL,33966,(239) 931-0277,05:00 - 23:00,OPEN,0,0,1,0,(GMT-05:00) Eastern Time (US & Canada)
31718,-81.941232,26.70002,DEL PRADO,2541 Del Prado N,Cape Coral,FL,33909,(239) 242-8498,00:00 - 00:00,OPEN,0,0,1,1,(GMT-05:00) Eastern Time (US & Canada)
24718,-81.770409,26.437543,I 75 CORKS,20310 Grand Oaks Shoppes Blvd,Estero,FL,33928,(239) 947-6511,05:00 - 04:00,OPEN,0,0,1,0,(GMT-05:00) Eastern Time (US & Canada)
4122,-81.826873,26.667869,PALM BEACH,4280 Palm Beach Blvd,Fort Myers,FL,33905,(239) 226-1351,05:00 - 23:00,OPEN,0,0,1,0,(GMT-05:00) Eastern Time (US & Canada)
35874,-81.769534,26.618207,LEE BLVD,11041 Colonial Blvd,Fort Myers,FL,33913,(239) 561-0170,00:00 - 00:00,OPEN,0,0,1,1,(GMT-05:00) Eastern Time (US & Canada)
32240,-81.8508,26.69989,BAYSHORE S,6431 Bayshore Rd N,North Fort Myers,FL,33917,(239) 543-2269,00:00 - 00:00,OPEN,0,0,1,1,(GMT-05:00) Eastern Time (US & Canada)
6187,-81.804982,26.327504,BONITA SPR,28215 Tamiami Trl,Bonita Springs,FL,34134,(239) 947-3300,05:00 - 23:00,OPEN,0,0,1,1,(GMT-05:00) Eastern Time (US & Canada)
17765,-81.752986,26.332049,BONITA SPR,27996 Oakland Dr,Bonita Springs,FL,34135,(239) 498-8838,05:00 - 23:00,OPEN,0,0,1,0,(GMT-05:00) Eastern Time (US & Canada)
7042,-81.719872,26.709507,RIVERDL,14551 Fl-80,Fort Myers,FL,33905,(239) 694-0949,05:00 - 00:00,OPEN,0,0,1,0,(GMT-05:00) Eastern Time (US & Canada)
6303,-81.650474,26.60687,LEHIGH,1245 Home Stead Road North,Lehigh Acres,FL,33936,(239) 369-4393,05:00 - 23:00,OPEN,0,0,1,1,(GMT-05:00) Eastern Time (US & Canada)
15912,-81.433256,26.4254,SR 29   IM,420 N 15th St,Immokalee,FL,34142,(239) 657-5255,00:00 - 00:00,OPEN,0,0,1,1,(GMT-05:00) Eastern Time (US & Canada)
12280,-81.438738,26.761277,LA BELLE,21 West Hickpochee Avenue,La Belle,FL,33935,(863) 675-0499,05:00 - 23:00,OPEN,0,0,1,0,(GMT-05:00) Eastern Time (US & Canada)
7661,-80.945049,26.75483,CLEWISTON,905 W Sugarland Hwy,Clewiston,FL,33440,(863) 983-9521,05:00 - 23:00,OPEN,0,0,1,0,(GMT-05:00) Eastern Time (US & Canada)
6207,-80.66998,26.675723,BELLE GLADE,833 S Main St,Belle Glade,FL,33430,(561) 996-7122,05:00 - 23:00,OPEN,0,0,1,0,(GMT-05:00) Eastern Time (US & Canada)
17525,-80.267367,26.660874,WELLINGTON,1470 Greenview Shores Blvd,Wellington,FL,33414,(561) 790-7071,05:30 - 01:00,OPEN,0,0,1,0,(GMT-05:00) Eastern Time (US & Canada)
24635,-80.278294,26.29957,SAWGRASS/CORAL,5741 Coral Ridge Dr,Coral Springs,FL,33065,(954) 575-0048,06:00 - 23:00,OPEN,0,0,1,0,(GMT-05:00) Eastern Time (US & Canada)
6291,-80.202644,26.370154,MISSION BAY,20594 State Rd 7,Boca Raton,FL,33498,(561) 482-6110,06:00 - 23:00,OPEN,0,0,1,1,(GMT-05:00) Eastern Time (US & Canada)
34897,-80.204858,26.639313,VILLAGE GREEN,2755 S Sr 7,Wellington,FL,33414,(561) 721-8673,05:00 - 23:00,OPEN,0,0,1,0,(GMT-05:00) Eastern Time (US & Canada)
